"Frequency(GHz)","y(m)","Re(Ez)","Im(Ez)"
2.24,0.008000000000000007,0.0032263465727907035,-0.000878380601243949
2.24,0.016000000000000014,0.00231954883157863,-0.0011960956760737043
2.24,0.02400000000000002,0.0011882906933863774,-0.001028355297750404
2.24,0.03200000000000003,0.0004377219087534566,-0.0007838180609543459
2.24,0.040000000000000036,-0.000018496392547822024,-0.0005810186635829496
2.24,0.04800000000000004,-0.0003040527278340634,-0.00039447777370298694
2.24,0.055999999999999994,-0.000424973201405164,-0.00021449043625170313
2.24,0.064,-0.0004613495964471967,0.00004180726561267529
2.24,0.07200000000000001,-0.0003360171873750314,0.0002375007247832584
2.24,0.08000000000000002,-0.00009634283631928706,0.0004247199288824991
2.24,0.08800000000000002,0.00024415744249588054,0.0006014450334568162
2.24,0.09600000000000003,0.0006069059926663283,0.0006502052374340726
2.24,0.10400000000000004,0.0008774862291260907,0.0005975229784653254
2.24,0.11199999999999999,0.001192841892573725,0.0004926188515689732
2.24,0.12,0.0012757218980278416,0.00020393853312270692
2.24,0.128,0.0012583584862087653,-0.00009051912663290893
2.24,0.136,0.0010935912149163183,-0.00034715439152897224
2.24,0.14400000000000002,0.0008602207052462529,-0.0006121034480916108
2.24,0.15200000000000002,0.0005816254833418015,-0.0007757071275993382
2.24,0.16000000000000003,0.0002889285738847792,-0.0009092457673791546
2.24,0.16800000000000004,0.00015043804463181143,-0.0008251453961189854
2.24,0.17600000000000005,-0.000023210853687948677,-0.000706237684800292
2.24,0.184,-0.000011418454347521552,-0.0005245737413408277
2.24,0.192,0.000018522518992682624,-0.0003216280867883987
2.24,0.2,7.079105156980735e-6,-0.00016065210591267208
2.24,0.20800000000000002,-0.00002225747449395932,1.125241290013085e-6
2.24,0.21600000000000003,-0.00014980002530817874,0.000057395191250391455
