"ky(2π/a)","Frequency(GHz)","LDOS(s/m)"
-0.22999999999999998,10.02,0.04683377138030723
-0.22999999999999998,10.030000000000001,0.04635547041617951
-0.22999999999999998,10.04,0.04590230129796138
-0.22999999999999998,10.05,0.04547352281161725
-0.22999999999999998,10.06,0.045068446920912844
-0.22999999999999998,10.07,0.044686436293337864
-0.22999999999999998,10.08,0.044326902069867356
-0.22999999999999998,10.09,0.043989301864009636
-0.22999999999999998,10.1,0.04367313797750518
-0.22999999999999998,10.11,0.043377955821824986
-0.22999999999999998,10.120000000000001,0.04310334253629414
-0.22999999999999998,10.129999999999999,0.042848925795259014
-0.22999999999999998,10.14,0.042614372798242484
-0.22999999999999998,10.15,0.04239938943851382
-0.22999999999999998,10.16,0.042203719646951056
-0.22999999999999998,10.17,0.0420271449095214
-0.22999999999999998,10.18,0.04186948395815976
-0.22999999999999998,10.19,0.04173059263631275
-0.22999999999999998,10.2,0.0416103639419536
-0.22999999999999998,10.21,0.041508728252484854
-0.22999999999999998,10.22,0.041425653737655846
-0.22999999999999998,10.23,0.041361146968455505
-0.22999999999999998,10.24,0.0413152537319312
-0.22999999999999998,10.25,0.041288060064060744
-0.22999999999999998,10.26,0.041279693515210165
-0.22999999999999998,10.27,0.041290324665386034
-0.22999999999999998,10.280000000000001,0.04132016890949051
-0.22999999999999998,10.29,0.04136948853617006
-0.22999999999999998,10.3,0.04143859512768557
-0.22999999999999998,10.31,0.04152785231260315
-0.22999999999999998,10.32,0.04163767890811399
-0.22999999999999998,10.33,0.04176855249454866
-0.22999999999999998,10.34,0.041921013471300284
-0.22999999999999998,10.35,0.0420956696510763
-0.22999999999999998,10.36,0.04229320145835911
-0.22999999999999998,10.370000000000001,0.04251436780841474
-0.22999999999999998,10.379999999999999,0.0427600127554357
-0.22999999999999998,10.39,0.043031073012796
-0.22999999999999998,10.4,0.043328586465359344
-0.22999999999999998,10.41,0.04365370181385468
-0.22999999999999998,10.42,0.04400768951515217
-0.22999999999999998,10.43,0.04439195421065109
-0.22999999999999998,10.44,0.044808048868913736
-0.22999999999999998,10.45,0.045257690909382794
-0.22999999999999998,10.46,0.045742780623046715
